  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   9.502667         NaN         NaN         NaN           NaN             NaN
   9.503000         NaN         NaN         NaN           NaN             NaN
   9.503333         NaN         NaN         NaN           NaN             NaN
   9.503667         NaN         NaN         NaN           NaN             NaN
   9.504000         NaN         NaN         NaN           NaN             NaN
   9.504333         NaN         NaN         NaN           NaN             NaN
   9.504667         NaN         NaN         NaN           NaN             NaN
   9.505000         NaN         NaN         NaN           NaN             NaN
   9.505333         NaN         NaN         NaN           NaN             NaN
   9.505667         NaN         NaN         NaN           NaN             NaN
   9.506000         NaN         NaN         NaN           NaN             NaN
   9.506333         NaN         NaN         NaN           NaN             NaN
   9.506667         NaN         NaN         NaN           NaN             NaN
   9.507000         NaN         NaN         NaN           NaN             NaN
   9.507333         NaN         NaN         NaN           NaN             NaN
   9.507667         NaN         NaN         NaN           NaN             NaN
   9.508000         NaN         NaN         NaN           NaN             NaN
   9.508333         NaN         NaN         NaN           NaN             NaN
   9.508667         NaN         NaN         NaN           NaN             NaN
   9.509000         NaN         NaN         NaN           NaN             NaN
   9.509333         NaN         NaN         NaN           NaN             NaN
   9.509667         NaN         NaN         NaN           NaN             NaN
   9.510000         NaN         NaN         NaN           NaN             NaN
   9.510333         NaN         NaN         NaN           NaN             NaN
   9.510667         NaN         NaN         NaN           NaN             NaN
   9.511000         NaN         NaN         NaN           NaN             NaN
   9.511333         NaN         NaN         NaN           NaN             NaN
   9.511667         NaN         NaN         NaN           NaN             NaN
   9.512000         NaN         NaN         NaN           NaN             NaN
   9.512333         NaN         NaN         NaN           NaN             NaN
   9.512667         NaN         NaN         NaN           NaN             NaN
   9.513000         NaN         NaN         NaN           NaN             NaN
   9.513333         NaN         NaN         NaN           NaN             NaN
   9.513667         NaN         NaN         NaN           NaN             NaN
   9.514000         NaN         NaN         NaN           NaN             NaN
   9.514333         NaN         NaN         NaN           NaN             NaN
   9.514667         NaN         NaN         NaN           NaN             NaN
   9.515000         NaN         NaN         NaN           NaN             NaN
   9.515333         NaN         NaN         NaN           NaN             NaN
   9.515667         NaN         NaN         NaN           NaN             NaN
   9.516000         NaN         NaN         NaN           NaN             NaN
